Source,Content,Codes
Baranger-2024-10.1038_s44220-024-00281-7.pdf,(data release 5.0),ABCD Release
Barch-2021-10.1016_j.dcn.2021.101031.pdf,ABCD Data Release 3.0,ABCD Release
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"which includes 3 waves of annual data and 3 waves of phone assessments collected through January 15th of 2020: baseline (N = 11,878), 6 Months (N = 11,398), Year 1 (N = 11,235), 18 Months (N = 9911), Year 2 (N = 6571), and 30 Months (N = 3601).",ABCD Time Point
Barch-2021-10.1016_j.dcn.2021.101031.pdf,Ages 9.0–11.1 Ages 9.7–12.4 Ages 10.6–13.6 (though 1/2020) Ages 12–14 (projected) Ages 13–15 (projected) Ages 14–16 (projected) Month/Years of Data Collection 2016–2018 2017–2021 2018–2021 2019–2021 2020-(ongoing) 2021-(ongoing),Participant Age
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"The ABCD Study® started when youth were 9 and 10 years old, and will run for at least 10 years.",Participant Age
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"The models included sex at birth (female, male), race (non-Hispanic White, non-Hispanic Black, Hispanic, Asian, Native American/Alaska Native, Additional Races, Multi-racial, factor coded with the largest group (White) as the reference group), income-to-needs ratio, financial adversity, caregiver education, and Area Deprivation Index.",Covariate
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"The models included sex at birth (female, male), race (non-Hispanic White, non-Hispanic Black, Hispanic, Asian, Native American/Alaska Native, Additional Races, Multi-racial, factor coded with the largest group (White) as the reference group), income-to-needs ratio, financial adversity, caregiver education, and Area Deprivation Index.",Independent Variable
Barch-2021-10.1016_j.dcn.2021.101031.pdf,Caregiver reported mental health symptoms,Dependent Variable
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"As described above, caregivers completed the Child Behavior Checklist at each annual wave. Here we examined raw scores for the following DSM-Oriented symptom subscales: a) total problems; b) internalizing; c) externalizing; d) depression; e) anxiety; f) ADHD; g) oppositional; and h) conduct problems. We used raw scores rather than age and sex-adjusted t-scores to better address relationships to developmental and sex differences.
Child Reported Mental Health Symptoms: As described above, youth completed the Brief-Problem Monitor (BPM-Y) every six months starting at the first mid-year phone assessment, for a total of 5 waves of assessment (6-Month, Year 1, 18-Month, Year 2, 30-Month). Here we examined raw scores for the four BPM-Y Scales: a) total problems; b) internalizing; c) externalizing; d) attention. We again used raw scores rather than age and sex-adjusted t-scores to better address our questions of interest.",DV Supporting Info
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"Multi-racial youth (n = 830) and Additional race youth (n = 
128) groups.",Additional Variable
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"We examined trajectories of mental health as a function of age using mixed effects models (MLM’s) in “R” version 4.03 using lme4 version 1.1.25 for each of the variables that included both random intercept and random slope components (with an unstructured covariance matrix between the two), as well as family and site.",Statistical Model
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"Data were from caregiver and youth participants from the current ABCD Data Release 3.0 (https://doi.org/10.15154/1519007), which includes 3 waves of annual data and 3 waves of phone assessments collected through January 15th of 2020",Participant
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"baseline (N = 11,878), 6 Months (N = 11,398), Year 1 (N = 11,235), 18 Months (N = 9911), Year 2 (N = 6571), and 30 Months (N = 3601).",Sample Size
Barch-2021-10.1016_j.dcn.2021.101031.pdf,"These analyses of the trajectories of youth and caregiver reported mental health resemble findings from prior work in a number of important ways, but also provide new insights into relationships with socioeconomic disadvantage. In terms of age and sex-related trajectories, like much prior research, we found that both youth and caregiver reports of attentional and externalizing problems were higher for males, but declined with age for both males and females (Bongers et al., 2003; Strohschein, 2005; Fanti and Henrich, 2010; Robbers et al., 2010) in terms of caregiver report. Intriguingly, in terms of youth report, females actually reported greater externalizing symptoms as they transitioned into puberty, a finding somewhat different than prior work. Also similar to prior research, we found that both youth and caregiver of internalizing symptoms increased with age for females, though not for males (Strohschein, 2005; Van Oort et al., 2009; Robbers et al., 2010; Ormel et al., 2012; Ferro et al., 2015; Coley et al., 2019; Antolin-Suarez et al., 2020), with elevated rates for females emerging in adolescence (Bongers et al., 2003; Brown et al., 2007; Robbers et al., 2010; Faravelli et al., 2013). These data add to those in the literature suggesting that the majority of patterns of age and sex-related differences in externalizing and internalizing have maintained over secular changes in society and across a number of different cultures, though with some variation across youth and caregiver report.",Findings
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,ABCD Study (release 5.1),ABCD Release
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,A subset of these subjects who had full demographic and neuroimaging data sets at the second-year follow-up was identified and utilized for the baseline and longitudinal analysis,ABCD Time Point
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,"we included subjects from the ABCD Study with a full set of baseline demographic (age, sex, weight, height, handedness, race, parental education, parental income, and ADI) and neuroimaging data at baseline. Subjects with any noted pathology or any abnormality noted on neuroimaging, history of traumatic brain injury or any psychiatric or neurodevelopmental disorders as noted by the Kiddie Schedule for Affective Disorders and Schizophrenia for the DSM-5, and those participants with unlikely body mass index (BMI) z-scores (<−4 or >8) as established by the Centers for Disease Control and Prevention growth charts [18] were excluded from our analysis.",Participant
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,"a uniquely comprehensive cohort of over 11,800 children aged 9−10, at baseline",Participant Age
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,2615 participants met all inclusion criteria and had usable imaging and demographic data at both baseline and second-year follow-up. Compared to the initial baseline cohort of 5321 subjects,Sample Size
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,"We applied mixed linear models to determine the association between the ADI with average DTI metrics of each WM tract at the baseline and second-year follow-up, using Python (Wilmington, DE, https://www.python.org/) “statsmodels” library.",Statistical Model
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,"For each WM tract, the average DTI metrics were dependent variables",Dependent Variable
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,and ADI along with demographic and biological covariates were independent predictors in each model,Independent Variable
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,"For all mixed linear model analyses, the subjects age at time of imaging, sex, BMI z-score at time of imaging, handedness, race, and cranial volume at time of imaging were controlled for as covariates.",Covariate
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,"In this study, we examined how neighborhood-level socioeconomic disadvantage relates to children’s brain development using",Findings
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,"multimodal neuroimaging data. Across both baseline and 2- year follow-up, we found consistent associations between higher ADI and lower WM microstructural integrity. These effects were most pronounced in tracts involved in executive function and cognitive processing, including the corpus callosum, forceps, and superior longitudinal fasciculus. Similarly, higher ADI was associated with decreased resting-state functional connectivity within and between higher-order brain networks, including the retrosplenial-temporal and cingulo-opercular networks. We also observed reduced functional-structural connectivity in children from more disadvantaged neighborhoods at both time points.",Findings
Acosta-Rodriguez-2025-10.1111_jon.70087.pdf,The highest education obtained by either parent of included subjects was recorded across 21 discrete values ranging from primary school to postgraduate degrees.,Additional Variable
Beltz-2025-10.1111_jcpp.70035.pdf,ABCD Study Release 5.0,ABCD Release
Beltz-2025-10.1111_jcpp.70035.pdf,We focused on data from the assessments at baseline and the Year 1 follow-up,ABCD Time Point
Beltz-2025-10.1111_jcpp.70035.pdf,"(ABCD Study,2024). Annual assessments of puberty starting at ages 9–10 years",Participant Age
Beltz-2025-10.1111_jcpp.70035.pdf,"(Males: Baseline N = 5,162, Year 1 follow-up N = 4,882; Females: Baseline N = 4,645, Year 1 follow-up N = 4,350)",Sample Size
Beltz-2025-10.1111_jcpp.70035.pdf,Puberty measured with reports and hormones:,Independent Variable
Beltz-2025-10.1111_jcpp.70035.pdf,"To demonstrate how measurement might affect inferences about puberty’s role in adolescent development,",Dependent Variable
Beltz-2025-10.1111_jcpp.70035.pdf,we compared the released ABCD categorical measure with the widely used PDS continuous measure (as revealed in the extant literature beyond ABCD),IV Supporting Info
Beltz-2025-10.1111_jcpp.70035.pdf,and analyses focused on main effects of puberty while treating sex as a covariate (40%).,Covariate
Beltz-2025-10.1111_jcpp.70035.pdf,Some studies (25%) considered sex as a moderator,Additional Variable
Beltz-2025-10.1111_jcpp.70035.pdf,"Our evaluation included two parts: a systematic review of the uses of ABCD puberty data; and an empirical comparison of the ABCD categorical and PDS continuous measures on basic descriptive information, reliability, sex differences, twin similarities, and their correspondence to each other.",Statistical Model
Beltz-2025-10.1111_jcpp.70035.pdf,"Data used here were obtained from participants who provided informed assent and parental informed consent, overseen by the Institutional Review Boards of each study site. Statistics reported below are based on data from only one sibling per family (see Appendix S4), whereas illustrative plots often include all participants. Participant numbers vary across analyses, as described.",Participant
Beltz-2025-10.1111_jcpp.70035.pdf,"The empirical comparison generally shows the superiority of the PDS continuous measure over the ABCD categorical measure in terms of missing data (when following 80% item completion recommendations; Cohen et al., 2013), developmental distributions, and reliabilities in the early assessments of the ABCD Study. They also support other data on the limited utility of self-report in pre- or early pubertal youth (reviewed in Dorn et al., 2006) and suggest that pubertal onset was missed for most female adolescents. Furthermore, the emphasis on",Findings
Beltz-2025-10.1111_jcpp.70035.pdf,"menarche in the ABCD categorical score results in considerable discrepancies with the PDS continuous score, suggesting the need for more data on the timing of menarche in pubertal development, especially for modern cohorts.",Findings
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,"The images used to train the network were 80 T1- weighted MRI scans from the ABCD study,31 selected randomly from the 11 000 scans available from healthy children aged 9–10 years old.",ABCD Time Point
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,aged 9–10 years old.,Participant Age
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,"80 T1- weighted MRI scans from the ABCD study,",Sample Size
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,we test the reconstruction methods’ visual quality in entire images,Independent Variable
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,The performance of both the super-resolution reconstruction network and the iterative downsampling approach was first validated by measuring the visual similarity between simulated and acquired HR images.,Dependent Variable
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,"The LimbusAI model generates contours from T1 MR axial images of the eyes, the hippocampi, the brainstem, and the optic nerves, organ at risk structures that are routinely contoured for brain radiotherapy.",Additional Variable
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,"We implement a mDCSRN.27 This is a 3D convolutional neural network, previously used for isotropic MRI super-resolution tasks, for which each layer has access to any feature outputted by previous layers.",Statistical Model
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,"We have adapted the mDCSRN model to take as input two perpendicular image stacks of the same image region, X1 and X2.",Statistical Model
Benitez-Aurioles-2024-10.1002_mp.17563.pdf,"In this paper, we have built a multiscan MRI reconstruction method that uses a dense convolutional neural network. The images produced by the model were more visually accurate, but most importantly were better for the extraction of structural biomarkers, with mDTA and 95HD values that were below those of interpolation, and which are smaller than what would be normally expected due to interobserver variability.49 The improvements in the DSC were smaller. Previous work has criticized the use of this metric when evaluating the quality of segmentations in radiotherapy,due to its limited sensitivity to boundary errors.50,51 However, volumetric and distancebased measures can be complementary in assessing the structural quality of segmentations.50",Findings
Berluti-2025-10.1111_jcpp.70057.pdf,"Participants included children who took part in the Adolescent Brain Cognitive Development (ABCD) Study and completed baseline, year 1, year 2, and year 3 visits",Participant
Berluti-2025-10.1111_jcpp.70057.pdf,"baseline, year 1, year 2, and year 3 visits.",ABCD Time Point
Berluti-2025-10.1111_jcpp.70057.pdf,children ages 9–10,Participant Age
Berluti-2025-10.1111_jcpp.70057.pdf,Age at baseline (months) 120.05 (7.4),Participant Age
Berluti-2025-10.1111_jcpp.70057.pdf,"From the full sample of 3,517",Sample Size
Berluti-2025-10.1111_jcpp.70057.pdf,"From the available baseline measures, a total of 51 features were selected for inclusion in the classifiers",Independent Variable
Berluti-2025-10.1111_jcpp.70057.pdf,"including covariates (e.g., data collection site).",Covariate
Berluti-2025-10.1111_jcpp.70057.pdf,"Our primary outcome variables were conduct disorder and oppositional defiant disorder symptoms assessed using the parent-completed Child Behavior Checklist (CBCL) (Achenbach & Rescorla, 2001).",Dependent Variable
Berluti-2025-10.1111_jcpp.70057.pdf,"Scanner ID, data collection site, total intercranial volume, baseline Conduct Disorder diagnosis, and baseline oppositional defiant disorder diagnosis were included as covariates in all classifiers (see Supporting Information for scoring information).",Covariate
Berluti-2025-10.1111_jcpp.70057.pdf,"Biological sex at birth, race/ethnicity, total combined family income, and age were included as demographic features.",Additional Variable
Berluti-2025-10.1111_jcpp.70057.pdf,"We compared four approaches: logistic regression, Na€ıve Bayes, support vector machine, and random forest classifiers, to classify children as having conduct problems after 1, 2, and 3 years following baseline testing.",Statistical Model
Berluti-2025-10.1111_jcpp.70057.pdf,"Using factors previously linked to conduct problems, we built machine learning models to determine the most robust predictors of conduct problems in children over a 3-year period. We determined that (1) the most robust classification algorithm, the random forest, could predict which children would exhibit clinically significant conduct problems up to 3 years later with above 90% accuracy, and (2) using this classifier, prosocial behavior, ODD risk at baseline, parent externalizing score, CD risk at baseline, and total family income remained the most consistently important features when predicting risk for conduct problems after 1, 2, and 3 years. These behavioral and environmental features predicted risk for conduct problems beyond biological features (brain structure and function, as measured using MRI). Together, these findings demonstrate the utility of machine learning in feature reduction and identification of at-risk children, using the outputs of brief, inexpensive self-report and parent-report surveys. Using only 10 features, which included child prosocial behavior, baseline child ODD and CD symptoms, and parent history of externalizing, we were able to classify children’s risk of persistent, significant conduct problems with over 90% accuracy, precision, and recall.",Findings
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,We conducted analyses on the ABCD Study 2.0.1 data,ABCD Release
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,"ABCD Study 2.0.1 data release,",ABCD Release
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,"Participants were included if they were in the required age range (aged 9–10 years), and were able to provide informed consent (parents) and assent (child).
Participants were excluded if they were not proficient in English, or if parents were not fluent in English or Spanish; had a severe sensory, medical, or neurological condition that would make their data invalid or limit their ability to follow the study protocols; or had contraindications to undergoing MRI.2",Participant
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,The dataset was then limited to baseline observations. Participants missing KSADS-COMP ADHD diagnoses were removed. We compared the characteristics of participants with ADHD (sex ratio and prevalence of various comorbidities) to estimates from previous epidemiological studies in the USA.,ABCD Time Point
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,(aged 9–10 years),Participant Age
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,"Age, months 118·6 (7·4) 119·1 (7·5)",Participant Age
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,10736 remained,Sample Size
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,We chose to use the KSADS-COMP categorical diagnosis of ADHD as the primary outcome because it is available in the ABCD dataset,Independent Variable
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,"we used the 35 regions labelled with the Desikan-Killiany atlas for cortical thickness and area measures; the eight subcortical volumes identified by the FreeSurfer pipeline; and ETIV, for a total of 79 brain measures per participant. All these regions were the same regions used in the ENIGMA studies.",Dependent Variable
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,"In the full model set, we included covariates selected a priori that would probably confound the relationship between ADHD and brain measures, including age (months), sex assigned at birth (male, female), race or ethnicity (White, Black, Hispanic, Asian, other), pubertal development (1–4), estimated IQ, comorbidity (anxiety or depression), and motion during scanning (0–3); and three indicators of socioeconomic status, parental education (did not complete high school",Covariate
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,"For secondary outcomes, we used the Child Behavior Checklist (CBCL)-parent report, and the Brief Problem Monitor (BPM)-teacher report. We defined a combined anxiety and depression variable from the KSADS-COMP, which was positive if criteria were met for one or more anxiety (including obsessive compulsive) or depressive disorders (appendix p 2). All parent report measures were completed by a single caregiver; the dataset does not indicate if the caregiver was the mother, father, or some other adult.",Additional Variable
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,We used linear mixed effects models to estimate the association between ADHD and brain measures using the lme4 package (version 1.1.2.3),Statistical Model
Bernanke-2022-10.1016_s2215-0366(21)00505-8.pdf,"Our study is the largest structural neuroimaging study of ADHD to date. We compared cortical surface area, cortical thickness, and subcortical volume measures among children aged 9–10 years with and without ADHD. By contrast with previous meta-analyses and mega-analyses, which have shown effect sizes in the small to moderate range across numerous brain regions, our results showed both diminished effect sizes and a reduced number of statistically significant differences, in accordance with an overall trend towards smaller effect sizes as study samples become larger.",Findings
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,"We used GAMLSS2 to estimate cross-sectional normative age-related trends from 100 studies, comprising a reference dataset of more than 100,000 scans (see Supplementary Tables 1.1–1.7 for full demographic information and Supplementary Information 19 for dataset descriptions).",Participant
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,"we aggregated 123,984 MRI scans, across more than 100 primary studies, from 101,457 human participants between 115 days post-conception to 100 years of age",Participant Age
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,"we aggregated 123,984 MRI scans, across more than 100 primary studies, from 101,457 human participants between 115 days post-conception to 100 years of age",Sample Size
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,We used GAMLSS2 to estimate cross-sectional normative age-related trends from 100 studies,Independent Variable
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,"We optimised GAMLSS model specification and parameterization to estimate non-linear normative growth curves, their confidence intervals and first derivatives, separately for males and females, allowing for random effects on the mean and higher order moments of the outcome distributions.",IV Supporting Info
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,"Specifically, GAMLSS models were fitted to structural MRI data from control subjects for the four main tissue volumes of the cerebrum (total cortical grey matter volume (GMV), total white matter volume (WMV), total subcortical grey matter volume (sGMV) and total ventricular cerebrospinal fluid volume (ventricles or CSF)).",Dependent Variable
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,"using a sex-stratified approach24, age, preprocessing pipeline and study were each included in the GAMLSS model estimation of first order (μ) and second order (σ) distribution parameters of a generalized gamma distribution using fractional polynomials to model nonlinear trends",Covariate
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,"We created brain charts for the human lifespan using generalized additive models for location, scale and shape2,24 (GAMLSS),",Statistical Model
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,we generalized the same GAMLSS modelling approach to estimate normative trajectories for additional MRI phenotypes including other morphometric properties at a global scale (mean cortical thickness and total surface area) and regional volume at each of 34 cortical areas4,Additional Variable
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,The simple framework of growth charts to quantify age-related change was first published in the late eighteenth century1 and remains a cornerstone of paediatric healthcare—an enduring example of the utility of standardized norms to benchmark individual trajectories of development.,ABCD Time Point
Bethlehem-2022-10.1038_s41586-022-04554-y.pdf,"We have aggregated the largest neuroimaging dataset to date to modernize the concept of growth charts for mapping typical and atypical human brain development and ageing. The approximately 100-year age range enabled the delineation of milestones and critical periods in maturation of the human brain, revealing an early growth epoch across its constituent tissue classes—beginning before 17 post-conception weeks, when the brain is at approximately 10% of its maximum size, and ending by age 3, when the brain is at approximately 80% of the maximum size. Individual centile scores benchmarked by normative neurodevelopmental trajectories were significantly associated with neuropsychiatric disorders as well as with dimensional phenotypes (Supplementary Information 5.2, 12). Furthermore, imaging–genetics studies65 may benefit from the increased heritability of centile scores compared with raw volumetric data (Supplementary Information 13).
Perhaps most importantly, GAMLSS modelling enabled harmonization across technically diverse studies (Supplementary Information 5), and thus unlocked the potential value of combining primary MRI studies at scale to generate normative, sex-stratified brain growth charts, and individual centile scores of typicality and atypicality.",Findings
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,"ABCD Study, release 4.0,",ABCD Release
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,we examined whether family-level socioeconomic disadvantage influenced the effect of the pandemic on changes in body mass index (BMI) from 1-year (ages 10-11 years) to 2-year (ages 11-12 years) follow-up.,ABCD Time Point
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,"Participant groups were defined as prepandemic (completed 2-year follow-up assessments before March 11, 2020) or intrapandemic (2-year follow-up assessment occurred between July 2020 and January 2021).",Independent Variable
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,"Participant groups were defined as prepandemic (completed 2-year follow-up assessments before March 11, 2020) or intrapandemic (2-year follow-up assessment occurred between July 2020 and January 2021).",Participant
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,(BMI) from 1-year (ages 10-11 years) to 2-year (ages 11-12 years) follow-up,Participant Age
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,A total of 6359 individuals were in the prepandemic group,Sample Size
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,BMIwas calculated fromweight and height measurements taken at in-person visits.,Dependent Variable
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,"Models were adjusted for family, child, and study characteristics. Given sex differences in weight gain during adolescence,6 analyses were performed separately for male and female participants.",Covariate
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,Incometo-needs ratio (INR) was calculated by dividing the caregiverreported family income by the poverty threshold for a family of that size in 2017.,Additional Variable
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,"We conducted nested, random-effects linearmodels to evaluate associations of BMIwith (1) group × time and (2) group × time × INR. Models were adjusted for family, child, and study characteristics",Statistical Model
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,"Using a natural experimental design, we found significantly greater increases in BMI over time in 10- to 12-yearold youth assessed during the COVID-19 pandemic, comparedwith prepandemic controls. Longitudinal findings concur with previous reports of accelerated weight gain during lockdown among children and adolescents.2We found that the effects of the pandemic on weight gain were most pronounced in low-income youth, suggesting that the pandemic exacer",Findings
Betts-2023-10.1001_jamapediatrics.2023.2823.pdf,"bated preexisting social inequalities.3 Strengths of this study include its nationwide, diverse sample, prospective longitudinal design, and sample size. Limitations include delays in data collection during the pandemic and differences between groups with respect to initial BMI in male youth and covariates (statistically controlled in all analyses). Our results highlight the need to prioritize research and support for disadvantaged families who were most severely impacted by COVID-19. Future studies should investigate the long-term implications of these findings for obesity risk and overall health of youth who gained excess weight during the pandemic.",Findings
Betz-2024-10.1017_s0033291724000229.pdf,"the baseline assessment, 10 414 for the 2-year, and 6251 for the 3-year follow-up.",ABCD Time Point
Betz-2024-10.1017_s0033291724000229.pdf,"ABCD Data release 4.0 is used for all data except for diffusion MRI, where data from release 3.0 were harmonized before release 4.0 was available.",ABCD Release
Betz-2024-10.1017_s0033291724000229.pdf,Children with a moderate or severe TBI before (n = 2) and after baseline (n = 1) were excluded.,Participant
Betz-2024-10.1017_s0033291724000229.pdf,"Children were categorized as having sustained a ‘possible mTBI’ (amnesia/altered mental state without LOC) or ‘mTBI’ (with LOC) by the ABCD study team. For this study, both groups were included in the mTBI group based on current criteria for the clinical diagnosis of mTBI in children and adolescents in which LOC is not required (Kay et al., 1993).",Participant
Betz-2024-10.1017_s0033291724000229.pdf,age of 9–10 years,Participant Age
Betz-2024-10.1017_s0033291724000229.pdf,Age (mean in months [S.D.]) 119.98 (7.53) 120 (7.62) 119.74 (7.62) 0.955/0.598,Participant Age
Betz-2024-10.1017_s0033291724000229.pdf,"Some children had missing data on covariates of interest (e.g., parents chose not to report their income), reducing the mTBI sample size to n = 406 (nTDC = 812, nOI = 812).",Sample Size
Betz-2024-10.1017_s0033291724000229.pdf,"Linear regression models were performed for each of the outcomes with group (mTBI as the reference, TDC and OI) as the independent variable and with age at baseline, sex, race, SES, and site as covariates.",Independent Variable
Betz-2024-10.1017_s0033291724000229.pdf,"and with age at baseline, sex, race, SES, and site as covariates.",Covariate
Betz-2024-10.1017_s0033291724000229.pdf,"Children with a history of mTBI displayed significantly higher parent-rated executive dysfunction on the BDEFS than either of the control groups (bˆ
 TDC = -0.24, pTDC = 0.005; bˆ
 OI = -0.23, pOI 
= 0.007). The NIH Flanker task, as a neuropsychological test of executive functioning, did not differ among the groups (bˆ
 TDC = 
0.01, pTDC = 0.937; bˆ
 OI = -0.01, pOI = 0.937).",IV Supporting Info
Betz-2024-10.1017_s0033291724000229.pdf,Overview of dependent variables,Dependent Variable
Betz-2024-10.1017_s0033291724000229.pdf,NIH Flanker,Dependent Variable
Betz-2024-10.1017_s0033291724000229.pdf,BDEFS,Dependent Variable
Betz-2024-10.1017_s0033291724000229.pdf,UPPS-P,Dependent Variable
Betz-2024-10.1017_s0033291724000229.pdf,BIS/BAS Fun Seeking,Dependent Variable
Betz-2024-10.1017_s0033291724000229.pdf,DERS-P 1,Dependent Variable
Betz-2024-10.1017_s0033291724000229.pdf,DERS-P 4,Dependent Variable
Betz-2024-10.1017_s0033291724000229.pdf,Diffusion (FA and MD): CB SLF II/III CC 1-7,Dependent Variable
Betz-2024-10.1017_s0033291724000229.pdf,"To examine whether group differences between mTBI and TDC were dependent on the age at which the mTBI was sustained, the mTBI group was divided into three groups based on their retrospective age at the time they sustained the first mTBI (age-at-time of injury in years grouped in: ‘0–3’, ‘4–7’, and ‘8– 10’).",Additional Variable
Betz-2024-10.1017_s0033291724000229.pdf,Linear regression models were performed for each of the outcomes,Statistical Model
Betz-2024-10.1017_s0033291724000229.pdf,Children with a history of mTBI showed worse executive function and emotion regulation as well as higher impulsivity compared to,Findings
Betz-2024-10.1017_s0033291724000229.pdf,"controls. In addition, the age of the child at the time of injury influenced which domain was affected by mTBI. That is, children showed more emotional dysregulation if they sustained an mTBI between the age of 0 and 3 years, more executive dysfunction if they sustained an mTBI between the age of 4 and 7 years, and more impulsivity than TDC if they sustained an mTBI between the age of 0 and 3 or 8 and 10 years. This study found no differences between groups in task-based executive functioning.",Findings
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"uses data from release 5.0 of the US-based, longitudinal, multisite ABCD study.",ABCD Release
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,This study focuses on the baseline (ages 9-10 years) and 2-year follow-up assessments (ages 11-12 years).,ABCD Time Point
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"Children were classified as having sustained an mTBI if they experienced loss of consciousness, memory loss, or feeling dazed or confused after a suitable event (eg, a fall).
For the mTBI group, we included only children who had no history of head injury at baseline and whose parents reported a new injury at either the 1-year or 2-year follow-up.",Participant
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,Children were enrolled at ages 9 to 10 years,Participant Age
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"A total of 213 children with mTBI were identified. One was excluded due to a change in study site between time points, and 21 were excluded due to missing demographic or sleep data, resulting in a final mTBI sample of 191 children (mean [SD] age, 12.03 [0.06] years; 112 [58.6%] male). Patients were matched to equally sized TDC and OI groups (total 573 children)",Sample Size
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"To disentangle the temporal dynamics, the continuous SDSC score at follow-up was first used as an independent variable in regression models for each outcome,",Independent Variable
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"on the basis of age, sex, study site, self-reported race, and total family income. All matching variables were included as covariates in subsequent analyses to account for within-group influences.",Covariate
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"we calculated the proportions of all 4 categories of sleep development (normal, chronic, improving, and new onset) in the 3 groups (mTBI, TDC, and OI).",Additional Variable
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,Linear regressions were used unless otherwise specified and controlled for the respective scores at baseline.,Statistical Model
